episode,step_time_ms,steps,reward
0,1.0422743239098846,1011,-21.0
1,1.052297928902181,989,-21.0
2,1.0110121300231616,992,-21.0
3,1.0201852176930164,1002,-21.0
4,1.0110634885905931,1008,-21.0
