episode,step_time_ms,steps,reward
0,0.7624180547025462,980,-21.0
1,0.764605961000138,1008,-21.0
2,0.7485990329562603,1000,-21.0
3,0.7491667430353441,988,-21.0
4,0.7484577925443047,991,-21.0
