n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean,learn_time_ms
1,nan,nan,nan,nan,51599.828
2,nan,nan,nan,nan,50128.874
3,nan,nan,nan,nan,49794.125
4,-21.0,-21.0,-21.0,1018.625,49518.365
5,-21.0,-21.0,-21.0,1016.2727272727273,49299.197
6,-21.0,-21.0,-21.0,1015.6875,49193.07
7,-21.0,-21.0,-21.0,1018.4166666666666,49120.303
8,-21.0,-21.0,-21.0,1018.4166666666666,49029.585
9,-21.0,-21.0,-21.0,1017.6875,48961.569
10,-21.0,-21.0,-21.0,1017.5428571428571,48895.546
11,-21.0,-21.0,-21.0,1018.35,48576.242
12,-21.0,-21.0,-21.0,1018.7083333333334,48579.369
13,-21.0,-21.0,-21.0,1018.7083333333334,48493.248
14,-21.0,-21.0,-21.0,1018.7321428571429,48474.842
15,-21.0,-21.0,-21.0,1018.5689655172414,48457.207
16,-21.0,-21.0,-21.0,1018.921875,48434.538
17,-21.0,-21.0,-21.0,1018.5,48389.025
18,-21.0,-21.0,-21.0,1018.5,48377.156
19,-21.0,-21.0,-21.0,1018.4875,48330.133
20,-21.0,-21.0,-21.0,1018.3658536585366,48330.856
21,-21.0,-21.0,-21.0,1018.3863636363636,48321.265
22,-21.0,-21.0,-21.0,1018.34375,48295.837
23,-21.0,-21.0,-21.0,1018.34375,48310.441
24,-21.0,-21.0,-21.0,1018.1,48295.961
25,-21.0,-21.0,-21.0,1018.04,48305.987
26,-21.0,-21.0,-21.0,1018.89,48309.467
27,-21.0,-21.0,-21.0,1018.85,48351.812
28,-21.0,-21.0,-21.0,1018.85,48350.74
29,-21.0,-21.0,-21.0,1018.65,48401.806
30,-21.0,-21.0,-21.0,1018.75,48380.769
31,-21.0,-21.0,-21.0,1018.89,48353.203
32,-21.0,-21.0,-21.0,1018.85,48330.195
33,-21.0,-21.0,-21.0,1018.85,48326.299
34,-21.0,-21.0,-21.0,1018.99,48339.667
35,-21.0,-21.0,-21.0,1019.09,48361.364
36,-21.0,-21.0,-21.0,1019.01,48361.879
37,-21.0,-21.0,-21.0,1018.77,48363.605
38,-21.0,-21.0,-21.0,1018.77,48359.681
39,-21.0,-21.0,-21.0,1018.88,48378.174
40,-21.0,-21.0,-21.0,1018.68,48412.939
41,-21.0,-21.0,-21.0,1018.78,48435.763
42,-21.0,-21.0,-21.0,1018.98,48475.592
43,-21.0,-21.0,-21.0,1018.98,48492.115
44,-21.0,-21.0,-21.0,1019.24,48457.376
45,-21.0,-21.0,-21.0,1019.42,48463.425
46,-21.0,-21.0,-21.0,1019.46,48447.927
47,-21.0,-21.0,-21.0,1019.09,48440.418
48,-21.0,-21.0,-21.0,1019.09,48464.077
