n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean,learn_time_ms
1,-21.0,-21.0,-21.0,1009.0,1513182.764
2,-21.0,-21.0,-21.0,1020.2,1511683.186
3,-21.0,-21.0,-21.0,1020.3333333333334,1511179.348
4,-21.0,-21.0,-21.0,1018.6923076923077,1510920.224
5,-21.0,-21.0,-21.0,1019.0,1510842.599
6,-21.0,-21.0,-21.0,1019.45,1510828.175
7,-21.0,-21.0,-21.0,1019.7083333333334,1510803.686
8,-21.0,-21.0,-21.0,1019.1785714285714,1510849.454
9,-21.0,-21.0,-21.0,1018.90625,1510757.563
10,-21.0,-21.0,-21.0,1018.0833333333334,1510649.923
11,-21.0,-21.0,-21.0,1018.225,1510353.285
12,-21.0,-21.0,-21.0,1018.3636363636364,1510387.31
13,-21.0,-21.0,-21.0,1018.1666666666666,1510393.673
14,-21.0,-21.0,-21.0,1018.5192307692307,1510422.609
15,-21.0,-21.0,-21.0,1018.4642857142857,1510404.034
16,-21.0,-21.0,-21.0,1018.45,1510227.531
17,-21.0,-21.0,-21.0,1018.265625,1510119.649
18,-21.0,-21.0,-21.0,1018.4117647058823,1509989.114
19,-21.0,-21.0,-21.0,1018.2361111111111,1509972.715
20,-21.0,-21.0,-21.0,1018.3684210526316,1510066.334
21,-21.0,-21.0,-21.0,1018.35,1510002.744
22,-21.0,-21.0,-21.0,1018.4047619047619,1509882.176
23,-21.0,-21.0,-21.0,1018.2840909090909,1509800.855
24,-21.0,-21.0,-21.0,1018.2688172043011,1509788.904
25,-21.0,-21.0,-21.0,1018.2916666666666,1509788.491
26,-21.0,-21.0,-21.0,1018.22,1509876.661
27,-21.0,-21.0,-21.0,1018.42,1509869.848
28,-21.0,-21.0,-21.0,1018.32,1509884.307
29,-21.0,-21.0,-21.0,1018.29,1509968.257
30,-21.0,-21.0,-21.0,1018.3,1510021.9
31,-21.0,-21.0,-21.0,1018.49,1510081.266
32,-21.0,-21.0,-21.0,1018.39,1510153.78
33,-21.0,-21.0,-21.0,1018.64,1510224.916
34,-21.0,-21.0,-21.0,1018.72,1510219.801
35,-21.0,-21.0,-21.0,1019.08,1510306.586
36,-21.0,-21.0,-21.0,1018.87,1510336.092
37,-21.0,-21.0,-21.0,1018.98,1510395.486
38,-21.0,-21.0,-21.0,1019.32,1510369.517
39,-21.0,-21.0,-21.0,1019.19,1510315.722
40,-21.0,-21.0,-21.0,1019.29,1510191.31
41,-21.0,-21.0,-21.0,1019.22,1510121.343
42,-21.0,-21.0,-21.0,1019.28,1510078.792
43,-21.0,-21.0,-21.0,1019.28,1510025.174
44,-21.0,-21.0,-21.0,1019.44,1509971.074
45,-21.0,-21.0,-21.0,1019.45,1509843.915
46,-21.0,-21.0,-21.0,1019.56,1509809.469
47,-21.0,-21.0,-21.0,1019.68,1509734.647
48,-21.0,-21.0,-21.0,1020.0,1509674.549
49,-21.0,-21.0,-21.0,1019.71,1509633.561
50,-21.0,-21.0,-21.0,1020.03,1509636.112
