model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,2.3924572533720547,1.0047911547911548,2.3810492777171444,1.0,1.0,1.0
model3,1.5842148417397062,1.0302623424912207,1.5376810123031412,0.9557522123893806,0.9557522123893806,0.9557522123893806
model4,1.8841458184857311,0.9995104039167687,1.8850687407578282,1.0,1.0,1.0
