model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,1.0074144165736538,1.0013467189030363,1.0060595371773573,1.0,1.0,1.0
model3,0.9203168017241331,1.022500128132848,0.9000652189694015,0.9557522123893806,0.9557522123893806,0.9557522123893806
model4,0.9921816764322762,1.0036873156342183,0.9885366298619885,1.0,1.0,1.0
