model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,0.9340521947837956,0.9903568943234915,0.9431470615669745,1.0,1.0,1.0
model3,0.8502262888806648,0.9850386501537695,0.8631400288180979,0.9931972789115646,1.0,0.9166666666666666
model4,0.865540475289108,1.003594249201278,0.862440648676453,1.0,1.0,1.0
