model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,3.277090158087077,1.0023899621589325,3.2692767104619938,1.0,1.0,1.0
model3,2.5449988896223874,0.9605026929982047,2.649653049569477,1.0512820512820513,0.9473684210526315,1.25
model4,2.588949490082817,0.9924849203994859,2.6085529733194712,1.0,1.0,1.0
