model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,0.5335327998409447,0.9939121756487026,0.5368007485095156,1.0,1.0,1.0
model3,0.5982935879380886,0.9995504699632203,0.5985626598325781,1.0422535211267607,0.8947368421052632,1.2
model4,0.5955259453427884,1.003788256405144,0.5932784544377305,1.0,1.0,1.0
