model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,0.9178793943915426,1.0003012350637615,0.9176029801992949,1.0,1.0,1.0
model3,0.8637650102800991,0.983605216893577,0.878162290566171,0.9459459459459459,1.0,0.9166666666666666
model4,0.8649559791622241,0.9949349488529149,0.8693593286269151,1.0,1.0,1.0
