model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,1.5417298078788881,0.992033459470225,1.55411069370807,1.0,1.0,1.0
model3,1.3169068731025428,1.0131657690005984,1.2997940844384814,0.9358974358974359,0.8947368421052632,0.9166666666666666
model4,1.2332297387042663,0.9939681597943242,1.2407135244246166,1.0,1.0,1.0
