model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,1.0350623017502716,1.0044167837783577,1.0305107585484916,1.0,1.0,1.0
model3,1.1641684277459388,1.0374651928107335,1.1221276972116405,0.9931506849315068,1.0,1.1818181818181819
model4,1.1128823413506195,0.9952248308794269,1.118222040709359,1.0,1.0,1.0
