model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,1.672086171268684,0.9917347142003584,1.6860216218375463,1.0,1.0,1.0
model3,1.543349081856004,1.0455244934598615,1.476148183529145,0.9487179487179488,0.8947368421052632,1.0
model4,1.44145197137741,0.9956491644418076,1.4477508974614905,1.0,1.0,1.0
