model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,0.9563329993443871,0.9954301609378104,0.9607233504391817,1.0,1.0,1.0
model3,1.0135897785579,1.0890075656430798,0.9307463148425016,0.8658536585365854,1.0555555555555556,0.6666666666666666
model4,0.9349231458911018,0.9994022118162798,0.9354823661956922,1.0,1.0,1.0
