model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,1.0130281909058332,0.9900586539417437,1.0232001779618212,1.0,1.0,1.0
model3,0.9964227456891978,1.0164990441359822,0.980249564854388,1.0068027210884354,1.0,1.0
model4,1.0116809425332982,1.005291533546326,1.0063557771788176,1.0,1.0,1.0
