model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,1.0206337771891334,1.0003992015968064,1.0202265011407738,1.0,1.0,1.0
model3,1.0553318096624729,0.9854924397221088,1.0708674842397143,1.0211267605633803,0.8947368421052632,0.8
model4,1.0548211622967463,0.9945169973083441,1.060636635825848,1.0,1.0,1.0
