model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,0.5102350227204991,0.9893701569640373,0.5157170136263224,1.0,1.0,1.0
model3,0.6064242653107788,1.0885180240320427,0.557109989841498,0.902439024390244,0.9444444444444444,0.8
model4,0.556770990279652,1.0031882036465078,0.5550015323703313,1.0,1.0,1.0
