model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,0.5036730737614077,0.9993045897079277,0.5040235769442619,1.0,1.0,1.0
model3,0.6086013872468679,1.0708500222518913,0.5683348504462272,0.8963414634146342,0.9444444444444444,0.8
model4,0.5503424714964684,0.9979077413569791,0.5514963444898217,1.0,1.0,1.0
