model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,0.4704569400003435,0.9896681899463541,0.4753683555554565,1.0,1.0,1.0
model3,0.5174488988865288,1.054828660436137,0.4905525591924859,0.8902439024390244,0.9444444444444444,0.7333333333333333
model4,0.4763436843508357,1.0014944704593005,0.47563286508449437,1.0,1.0,1.0
