model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,0.5121344648000996,0.9996009577015164,0.5123389096962273,1.0,1.0,1.0
model3,0.5667173147354938,1.0360356624507567,0.5470056053813015,0.9448275862068966,1.1176470588235294,1.25
model4,0.5598021223626722,1.0155372894947874,0.5512373874928455,1.0,1.0,1.0
