model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,3.133989460005386,0.9978092013543118,3.140870474787833,1.0,1.0,1.0
model3,2.5795848609624574,1.045994699495597,2.4661548114979865,0.9102564102564102,1.0,0.8333333333333334
model4,2.420468801821391,0.9918916246415506,2.4402553078277074,1.0,1.0,1.0
