n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean,learn_time_ms
1,nan,nan,nan,nan,40406.247
2,nan,nan,nan,nan,38806.142
3,nan,nan,nan,nan,38281.684
4,-21.0,-21.0,-21.0,1015.875,38042.168
5,-21.0,-21.0,-21.0,1015.75,37757.543
6,-21.0,-21.0,-21.0,1017.5625,37668.297
7,-21.0,-21.0,-21.0,1016.875,37605.489
8,-21.0,-21.0,-21.0,1016.875,37510.511
9,-21.0,-21.0,-21.0,1018.0,37477.826
10,-21.0,-21.0,-21.0,1017.9444444444445,37451.824
11,-21.0,-21.0,-21.0,1017.575,37104.504
12,-21.0,-21.0,-21.0,1017.4791666666666,37105.76
13,-21.0,-21.0,-21.0,1017.4791666666666,37107.532
14,-21.0,-21.0,-21.0,1017.9107142857143,37084.767
15,-21.0,-21.0,-21.0,1017.5967741935484,37131.944
16,-21.0,-21.0,-21.0,1017.65625,37130.542
17,-21.0,-21.0,-21.0,1017.7916666666666,37096.367
18,-21.0,-21.0,-21.0,1017.7916666666666,37136.835
19,-21.0,-21.0,-21.0,1017.85,37109.368
20,-21.0,-21.0,-21.0,1018.4941176470588,37086.438
21,-21.0,-21.0,-21.0,1018.5227272727273,37082.948
22,-21.0,-21.0,-21.0,1018.4479166666666,37102.309
23,-21.0,-21.0,-21.0,1018.4479166666666,37074.258
24,-21.0,-21.0,-21.0,1018.5,37061.607
25,-21.0,-21.0,-21.0,1018.42,37038.633
26,-21.0,-21.0,-21.0,1018.85,36999.43
27,-21.0,-21.0,-21.0,1019.13,36992.836
28,-21.0,-21.0,-21.0,1019.13,36919.659
29,-21.0,-21.0,-21.0,1018.9,36911.833
30,-21.0,-21.0,-21.0,1018.95,36909.868
31,-21.0,-21.0,-21.0,1019.16,36910.338
32,-21.0,-21.0,-21.0,1018.66,36827.204
33,-21.0,-21.0,-21.0,1018.66,36808.879
34,-21.0,-21.0,-21.0,1018.63,36750.191
35,-21.0,-21.0,-21.0,1018.37,36759.394
36,-21.0,-21.0,-21.0,1018.23,36776.115
37,-21.0,-21.0,-21.0,1018.35,36790.328
38,-21.0,-21.0,-21.0,1018.35,36836.365
39,-21.0,-21.0,-21.0,1018.57,36829.594
40,-21.0,-21.0,-21.0,1018.37,36783.105
41,-21.0,-21.0,-21.0,1018.16,36724.726
42,-21.0,-21.0,-21.0,1017.85,36748.49
43,-21.0,-21.0,-21.0,1017.85,36765.108
44,-21.0,-21.0,-21.0,1018.15,36759.983
45,-21.0,-21.0,-21.0,1018.05,36751.779
46,-21.0,-21.0,-21.0,1018.32,36754.885
47,-21.0,-21.0,-21.0,1017.62,36703.002
48,-21.0,-21.0,-21.0,1017.62,36668.602
49,-21.0,-21.0,-21.0,1017.73,36680.2
50,-21.0,-21.0,-21.0,1017.66,36718.754
51,-21.0,-21.0,-21.0,1018.15,36732.182
52,-21.0,-21.0,-21.0,1018.43,36680.085
53,-21.0,-21.0,-21.0,1018.43,36678.079
54,-21.0,-21.0,-21.0,1019.18,36734.596
55,-21.0,-21.0,-21.0,1019.14,36715.955
56,-21.0,-21.0,-21.0,1019.52,36669.488
57,-21.0,-21.0,-21.0,1019.51,36713.562
58,-21.0,-21.0,-21.0,1019.53,36714.653
59,-21.0,-21.0,-21.0,1019.63,36658.448
60,-21.0,-21.0,-21.0,1019.53,36636.635
61,-21.0,-21.0,-21.0,1019.51,36637.145
62,-21.0,-21.0,-21.0,1019.6,36689.461
63,-21.0,-21.0,-21.0,1019.65,36632.155
64,-21.0,-21.0,-21.0,1019.21,36570.813
65,-21.0,-21.0,-21.0,1019.44,36569.311
66,-21.0,-21.0,-21.0,1019.77,36590.546
67,-21.0,-21.0,-21.0,1020.32,36533.786
68,-21.0,-21.0,-21.0,1020.35,36514.704
69,-21.0,-21.0,-21.0,1020.67,36554.32
70,-21.0,-21.0,-21.0,1020.66,36551.016
71,-21.0,-21.0,-21.0,1020.68,36561.616
72,-21.0,-21.0,-21.0,1020.72,36580.175
73,-21.0,-21.0,-21.0,1020.62,36614.686
74,-21.0,-21.0,-21.0,1020.19,36634.14
75,-21.0,-21.0,-21.0,1020.06,36668.938
76,-21.0,-21.0,-21.0,1020.08,36659.282
77,-21.0,-21.0,-21.0,1019.79,36692.385
78,-21.0,-21.0,-21.0,1019.83,36689.514
79,-21.0,-21.0,-21.0,1019.9,36705.431
80,-21.0,-21.0,-21.0,1020.36,36742.38
81,-21.0,-21.0,-21.0,1020.33,36739.435
82,-21.0,-21.0,-21.0,1020.37,36724.962
83,-21.0,-21.0,-21.0,1020.39,36682.65
84,-21.0,-21.0,-21.0,1020.63,36723.663
85,-21.0,-21.0,-21.0,1020.5,36656.718
86,-21.0,-21.0,-21.0,1020.57,36609.633
87,-21.0,-21.0,-21.0,1020.34,36631.888
88,-21.0,-21.0,-21.0,1020.34,36656.287
89,-21.0,-21.0,-21.0,1019.49,36622.174
90,-21.0,-21.0,-21.0,1019.36,36612.708
91,-21.0,-21.0,-21.0,1019.5,36603.118
92,-21.0,-21.0,-21.0,1018.89,36605.946
93,-21.0,-21.0,-21.0,1018.97,36601.245
94,-21.0,-21.0,-21.0,1019.44,36612.114
95,-21.0,-21.0,-21.0,1019.32,36614.806
96,-21.0,-21.0,-21.0,1019.95,36622.17
97,-21.0,-21.0,-21.0,1019.85,36616.907
98,-21.0,-21.0,-21.0,1019.75,36609.91
99,-21.0,-21.0,-21.0,1019.59,36612.598
100,-21.0,-21.0,-21.0,1019.63,36611.31
101,-21.0,-21.0,-21.0,1019.29,36661.732
102,-21.0,-21.0,-21.0,1019.26,36644.431
103,-21.0,-21.0,-21.0,1019.33,36688.232
104,-21.0,-21.0,-21.0,1018.86,36697.548
105,-21.0,-21.0,-21.0,1018.84,36710.971
106,-21.0,-21.0,-21.0,1018.92,36766.169
107,-21.0,-21.0,-21.0,1018.53,36732.731
108,-21.0,-21.0,-21.0,1018.53,36749.078
109,-21.0,-21.0,-21.0,1018.8,36748.005
110,-21.0,-21.0,-21.0,1019.17,36728.132
111,-21.0,-21.0,-21.0,1019.25,36686.08
112,-21.0,-21.0,-21.0,1019.35,36698.553
113,-21.0,-21.0,-21.0,1019.35,36683.315
114,-21.0,-21.0,-21.0,1019.29,36630.651
115,-21.0,-21.0,-21.0,1019.29,36670.424
116,-21.0,-21.0,-21.0,1018.43,36600.633
117,-21.0,-21.0,-21.0,1018.69,36576.976
118,-21.0,-21.0,-21.0,1018.69,36545.461
119,-21.0,-21.0,-21.0,1018.15,36561.768
120,-21.0,-21.0,-21.0,1018.23,36529.375
121,-21.0,-21.0,-21.0,1018.33,36523.84
122,-21.0,-21.0,-21.0,1018.65,36496.273
123,-21.0,-21.0,-21.0,1018.65,36512.62
124,-21.0,-21.0,-21.0,1018.91,36543.59
125,-21.0,-21.0,-21.0,1018.96,36545.853
126,-21.0,-21.0,-21.0,1019.1,36589.877
127,-21.0,-21.0,-21.0,1019.52,36626.805
128,-21.0,-21.0,-21.0,1019.52,36670.101
129,-21.0,-21.0,-21.0,1019.93,36634.039
130,-21.0,-21.0,-21.0,1019.65,36641.515
131,-21.0,-21.0,-21.0,1018.97,36631.953
132,-21.0,-21.0,-21.0,1018.76,36615.101
133,-21.0,-21.0,-21.0,1018.61,36607.803
134,-21.0,-21.0,-21.0,1018.66,36573.59
135,-21.0,-21.0,-21.0,1018.46,36566.78
136,-21.0,-21.0,-21.0,1018.44,36580.651
137,-21.0,-21.0,-21.0,1019.14,36558.458
138,-21.0,-21.0,-21.0,1019.05,36559.221
139,-21.0,-21.0,-21.0,1019.29,36590.853
140,-21.0,-21.0,-21.0,1019.26,36583.926
141,-21.0,-21.0,-21.0,1019.24,36632.059
142,-21.0,-21.0,-21.0,1018.88,36639.861
143,-21.0,-21.0,-21.0,1019.09,36638.427
144,-21.0,-21.0,-21.0,1018.62,36643.642
145,-21.0,-21.0,-21.0,1018.67,36604.011
146,-21.0,-21.0,-21.0,1018.71,36607.904
147,-21.0,-21.0,-21.0,1018.38,36601.002
148,-21.0,-21.0,-21.0,1018.07,36572.5
149,-21.0,-21.0,-21.0,1017.33,36584.242
150,-21.0,-21.0,-21.0,1017.15,36633.81
151,-21.0,-21.0,-21.0,1017.73,36620.626
152,-21.0,-21.0,-21.0,1017.56,36684.179
153,-21.0,-21.0,-21.0,1017.54,36655.777
154,-21.0,-21.0,-21.0,1017.99,36658.462
155,-21.0,-21.0,-21.0,1017.88,36653.051
156,-21.0,-21.0,-21.0,1018.09,36657.701
157,-21.0,-21.0,-21.0,1018.1,36706.353
158,-21.0,-21.0,-21.0,1017.9,36715.693
159,-21.0,-21.0,-21.0,1016.96,36685.497
160,-21.0,-21.0,-21.0,1016.97,36686.279
161,-21.0,-21.0,-21.0,1017.3,36653.423
162,-21.0,-21.0,-21.0,1017.51,36633.753
163,-21.0,-21.0,-21.0,1017.64,36672.241
164,-21.0,-21.0,-21.0,1017.53,36652.872
165,-21.0,-21.0,-21.0,1017.65,36713.903
166,-21.0,-21.0,-21.0,1018.11,36679.882
167,-21.0,-21.0,-21.0,1017.98,36683.227
168,-21.0,-21.0,-21.0,1018.04,36709.086
169,-21.0,-21.0,-21.0,1018.98,36741.543
170,-21.0,-21.0,-21.0,1019.04,36715.359
171,-21.0,-21.0,-21.0,1018.58,36768.067
172,-21.0,-21.0,-21.0,1018.69,36766.957
173,-21.0,-21.0,-21.0,1018.81,36763.65
174,-21.0,-21.0,-21.0,1018.93,36806.435
175,-21.0,-21.0,-21.0,1018.68,36795.389
176,-21.0,-21.0,-21.0,1019.4,36784.332
177,-21.0,-21.0,-21.0,1018.99,36747.218
178,-21.0,-21.0,-21.0,1019.05,36753.203
179,-21.0,-21.0,-21.0,1019.73,36711.324
180,-21.0,-21.0,-21.0,1019.83,36733.519
181,-21.0,-21.0,-21.0,1019.78,36682.257
182,-21.0,-21.0,-21.0,1020.01,36638.329
183,-21.0,-21.0,-21.0,1019.96,36637.945
184,-21.0,-21.0,-21.0,1020.08,36605.294
185,-21.0,-21.0,-21.0,1020.3,36611.736
186,-21.0,-21.0,-21.0,1020.62,36665.027
187,-21.0,-21.0,-21.0,1020.97,36670.83
188,-21.0,-21.0,-21.0,1020.68,36663.684
189,-21.0,-21.0,-21.0,1020.24,36694.197
190,-21.0,-21.0,-21.0,1019.97,36663.491
191,-21.0,-21.0,-21.0,1019.78,36676.349
192,-21.0,-21.0,-21.0,1019.77,36718.574
193,-21.0,-21.0,-21.0,1020.22,36722.766
194,-21.0,-21.0,-21.0,1020.33,36720.301
195,-21.0,-21.0,-21.0,1020.43,36722.834
196,-21.0,-21.0,-21.0,1020.13,36682.96
197,-21.0,-21.0,-21.0,1020.15,36743.859
198,-21.0,-21.0,-21.0,1020.53,36705.462
199,-21.0,-21.0,-21.0,1020.28,36717.96
200,-21.0,-21.0,-21.0,1020.23,36706.193
201,-21.0,-21.0,-21.0,1020.19,36737.644
202,-21.0,-21.0,-21.0,1020.01,36739.744
203,-21.0,-21.0,-21.0,1020.18,36727.188
204,-21.0,-21.0,-21.0,1019.67,36734.942
205,-21.0,-21.0,-21.0,1019.76,36728.86
206,-21.0,-21.0,-21.0,1019.45,36736.626
207,-21.0,-21.0,-21.0,1019.15,36700.757
