n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean,learn_time_ms
1,nan,nan,nan,nan,40020.354
2,nan,nan,nan,nan,25115.132
3,nan,nan,nan,nan,20139.832
4,-21.0,-20.625,-20.0,1143.5,17650.02
5,-21.0,-20.625,-20.0,1143.5,16154.321
6,-21.0,-20.75,-20.0,1118.9375,15173.333
7,-21.0,-20.75,-20.0,1118.9375,14459.595
8,-21.0,-20.583333333333332,-20.0,1117.6666666666667,13927.095
9,-21.0,-20.615384615384617,-20.0,1113.4615384615386,13514.05
10,-21.0,-20.625,-20.0,1122.65625,13186.24
11,-21.0,-20.666666666666668,-20.0,1118.5277777777778,10201.825
12,-21.0,-20.675,-20.0,1115.125,10196.394
13,-21.0,-20.695652173913043,-20.0,1117.7608695652175,10201.657
14,-21.0,-20.708333333333332,-20.0,1120.5,10205.387
15,-21.0,-20.69811320754717,-20.0,1118.754716981132,10204.368
16,-21.0,-20.714285714285715,-20.0,1118.5,10207.519
17,-21.0,-20.71186440677966,-20.0,1120.7118644067796,10210.171
18,-21.0,-20.70769230769231,-20.0,1128.2769230769231,10219.533
19,-21.0,-20.71014492753623,-20.0,1131.0869565217392,10221.929
20,-21.0,-20.698630136986303,-20.0,1141.7260273972602,10217.707
21,-21.0,-20.71794871794872,-20.0,1138.9102564102564,10220.009
22,-21.0,-20.73170731707317,-20.0,1138.6829268292684,10231.407
23,-21.0,-20.74712643678161,-20.0,1139.816091954023,10229.879
24,-21.0,-20.752808988764045,-20.0,1143.0337078651685,10241.452
25,-21.0,-20.736842105263158,-20.0,1145.1684210526316,10246.996
26,-21.0,-20.742268041237114,-20.0,1145.7113402061855,10238.186
27,-21.0,-20.74,-20.0,1151.2,10238.482
28,-21.0,-20.75,-20.0,1153.21,10234.996
29,-21.0,-20.74,-20.0,1155.96,10232.462
30,-21.0,-20.74,-20.0,1155.19,10241.907
31,-21.0,-20.77,-20.0,1162.27,10243.956
32,-21.0,-20.78,-20.0,1163.59,10251.276
33,-21.0,-20.78,-19.0,1171.99,10247.639
34,-21.0,-20.78,-19.0,1171.54,10231.793
35,-21.0,-20.77,-19.0,1176.36,10229.568
36,-21.0,-20.77,-19.0,1177.71,10227.23
37,-21.0,-20.75,-19.0,1185.59,10223.762
38,-21.0,-20.74,-19.0,1193.25,10215.506
39,-21.0,-20.72,-19.0,1194.66,10213.945
40,-21.0,-20.71,-19.0,1203.44,10202.978
41,-21.0,-20.71,-19.0,1204.43,10206.995
42,-21.0,-20.72,-19.0,1206.68,10191.971
43,-21.0,-20.73,-19.0,1208.5,10190.474
44,-21.0,-20.74,-19.0,1208.13,10193.797
45,-21.0,-20.74,-19.0,1208.32,10191.56
46,-21.0,-20.71,-19.0,1214.48,10196.361
47,-21.0,-20.68,-19.0,1223.21,10197.852
48,-21.0,-20.66,-19.0,1226.99,10202.011
49,-21.0,-20.63,-19.0,1235.12,10200.087
50,-21.0,-20.61,-19.0,1242.85,10201.065
51,-21.0,-20.62,-19.0,1246.43,10192.909
52,-21.0,-20.6,-18.0,1258.63,10191.87
53,-21.0,-20.58,-18.0,1265.06,10193.244
54,-21.0,-20.54,-18.0,1279.07,10195.208
55,-21.0,-20.51,-18.0,1289.06,10194.763
56,-21.0,-20.52,-18.0,1295.05,10190.178
57,-21.0,-20.51,-18.0,1303.38,10189.686
58,-21.0,-20.42,-18.0,1327.94,10186.828
59,-21.0,-20.42,-18.0,1330.37,10185.213
60,-21.0,-20.41,-18.0,1334.39,10183.882
61,-21.0,-20.4,-18.0,1343.16,10182.921
62,-21.0,-20.39,-18.0,1342.88,10180.891
63,-21.0,-20.33,-18.0,1355.71,10178.75
64,-21.0,-20.3,-18.0,1376.33,10176.42
65,-21.0,-20.3,-18.0,1380.87,10178.725
66,-21.0,-20.27,-18.0,1394.45,10179.24
67,-21.0,-20.27,-18.0,1394.74,10180.015
68,-21.0,-20.28,-18.0,1392.17,10182.839
69,-21.0,-20.28,-18.0,1410.69,10183.46
70,-21.0,-20.26,-18.0,1417.99,10189.521
71,-21.0,-20.24,-18.0,1426.23,10195.902
72,-21.0,-20.17,-18.0,1452.41,10198.117
73,-21.0,-20.17,-18.0,1453.18,10199.544
74,-21.0,-20.17,-18.0,1453.18,10195.708
75,-21.0,-20.13,-18.0,1472.78,10194.518
76,-21.0,-20.12,-18.0,1473.15,10194.164
77,-21.0,-20.08,-17.0,1484.28,10194.191
78,-21.0,-20.07,-17.0,1489.67,10191.11
79,-21.0,-20.07,-17.0,1489.67,10192.576
80,-21.0,-20.02,-17.0,1508.14,10189.301
81,-21.0,-19.97,-15.0,1515.4,10184.518
82,-21.0,-19.9,-15.0,1527.08,10182.323
83,-21.0,-19.87,-15.0,1539.96,10188.576
84,-21.0,-19.87,-15.0,1549.74,10194.782
85,-21.0,-19.84,-15.0,1552.49,10198.582
86,-21.0,-19.84,-15.0,1560.6,10190.996
87,-21.0,-19.85,-15.0,1558.33,10190.659
88,-21.0,-19.8,-15.0,1564.64,10195.538
89,-21.0,-19.78,-15.0,1570.68,10199.396
90,-21.0,-19.74,-15.0,1576.84,10198.773
91,-21.0,-19.75,-15.0,1580.12,10197.011
92,-21.0,-19.72,-15.0,1587.41,10198.028
93,-21.0,-19.68,-15.0,1593.92,10198.779
94,-21.0,-19.65,-15.0,1597.37,10194.401
95,-21.0,-19.6,-15.0,1624.34,10199.8
96,-21.0,-19.58,-15.0,1633.47,10208.926
97,-21.0,-19.54,-15.0,1653.55,10217.051
98,-21.0,-19.53,-15.0,1657.49,10211.997
99,-21.0,-19.5,-15.0,1658.12,10212.861
100,-21.0,-19.46,-15.0,1659.92,10215.475
101,-21.0,-19.46,-15.0,1670.26,10216.951
102,-21.0,-19.44,-15.0,1678.15,10221.802
103,-21.0,-19.4,-15.0,1688.83,10215.94
104,-21.0,-19.36,-15.0,1700.96,10217.036
105,-21.0,-19.33,-15.0,1705.53,10208.885
106,-21.0,-19.31,-15.0,1717.47,10205.579
107,-21.0,-19.31,-15.0,1719.45,10199.802
108,-21.0,-19.32,-15.0,1717.14,10204.791
109,-21.0,-19.3,-15.0,1725.5,10206.856
110,-21.0,-19.3,-15.0,1725.5,10209.11
111,-21.0,-19.28,-15.0,1737.57,10209.455
112,-21.0,-19.28,-15.0,1748.69,10212.464
113,-21.0,-19.31,-15.0,1755.5,10213.342
114,-21.0,-19.31,-15.0,1758.18,10212.01
115,-21.0,-19.3,-15.0,1773.78,10211.02
116,-21.0,-19.3,-15.0,1773.78,10218.295
117,-21.0,-19.28,-15.0,1781.28,10216.289
118,-21.0,-19.31,-16.0,1780.89,10208.571
119,-21.0,-19.35,-16.0,1775.7,10209.516
120,-21.0,-19.29,-15.0,1776.91,10202.914
121,-21.0,-19.25,-15.0,1777.23,10201.104
122,-21.0,-19.19,-13.0,1787.84,10199.096
123,-21.0,-19.22,-13.0,1784.43,10197.934
124,-21.0,-19.2,-13.0,1790.15,10196.645
125,-21.0,-19.21,-13.0,1793.94,10206.53
126,-21.0,-19.16,-13.0,1809.07,10199.253
127,-21.0,-19.17,-13.0,1806.25,10199.124
128,-21.0,-19.18,-13.0,1807.45,10209.979
129,-21.0,-19.18,-13.0,1809.86,10201.398
130,-21.0,-19.17,-13.0,1817.52,10208.809
131,-21.0,-19.17,-13.0,1817.52,10210.769
132,-21.0,-19.15,-13.0,1818.99,10205.926
133,-21.0,-19.21,-13.0,1810.07,10210.626
134,-21.0,-19.22,-13.0,1804.8,10220.373
135,-21.0,-19.23,-13.0,1800.95,10210.831
136,-21.0,-19.2,-13.0,1808.53,10219.417
137,-21.0,-19.24,-13.0,1816.97,10229.263
138,-21.0,-19.21,-13.0,1823.93,10221.633
139,-21.0,-19.23,-13.0,1825.19,10220.348
140,-21.0,-19.17,-13.0,1832.09,10214.902
141,-21.0,-19.18,-13.0,1832.82,10215.748
142,-21.0,-19.19,-13.0,1830.19,10218.96
143,-21.0,-19.12,-13.0,1839.44,10215.372
144,-21.0,-19.12,-13.0,1839.02,10214.484
145,-21.0,-19.07,-13.0,1843.91,10230.655
146,-21.0,-19.05,-13.0,1849.15,10249.997
147,-21.0,-19.02,-13.0,1857.46,10242.435
148,-21.0,-19.0,-13.0,1859.85,10241.365
149,-21.0,-18.94,-13.0,1859.48,10248.52
150,-21.0,-18.96,-13.0,1854.21,10255.533
151,-21.0,-18.94,-13.0,1858.6,10261.442
152,-21.0,-18.9,-13.0,1859.93,10266.241
153,-21.0,-18.89,-13.0,1860.76,10263.189
154,-21.0,-18.89,-13.0,1860.78,10260.834
155,-21.0,-18.92,-13.0,1851.23,10244.666
156,-21.0,-18.92,-13.0,1864.73,10225.475
157,-21.0,-18.9,-13.0,1870.94,10229.056
158,-21.0,-18.89,-13.0,1876.61,10241.078
159,-21.0,-18.98,-13.0,1879.77,10238.36
160,-21.0,-19.01,-13.0,1875.16,10238.25
161,-21.0,-18.97,-13.0,1877.95,10233.502
162,-21.0,-18.98,-15.0,1878.96,10230.323
163,-21.0,-18.97,-15.0,1883.74,10234.047
164,-21.0,-18.98,-15.0,1882.33,10230.043
165,-21.0,-18.98,-15.0,1880.56,10231.786
166,-21.0,-18.92,-15.0,1888.54,10223.285
167,-21.0,-18.88,-15.0,1898.51,10238.614
168,-21.0,-18.9,-15.0,1898.05,10272.296
169,-21.0,-18.94,-15.0,1894.35,10285.954
170,-21.0,-18.94,-15.0,1895.39,10285.997
171,-21.0,-18.95,-15.0,1888.06,10315.749
172,-21.0,-18.94,-15.0,1889.49,10334.899
173,-21.0,-18.95,-15.0,1889.89,10351.87
174,-21.0,-18.97,-15.0,1890.23,10361.282
175,-21.0,-18.98,-15.0,1888.39,10383.905
176,-21.0,-18.98,-15.0,1884.39,10407.994
177,-21.0,-19.01,-15.0,1878.71,10389.904
178,-21.0,-18.97,-15.0,1884.07,10367.987
179,-21.0,-19.05,-15.0,1875.43,10396.215
180,-21.0,-19.05,-15.0,1878.87,10426.233
181,-21.0,-19.1,-15.0,1878.77,10397.431
182,-21.0,-19.11,-15.0,1876.56,10376.657
183,-21.0,-19.11,-15.0,1880.36,10359.345
184,-21.0,-19.12,-15.0,1876.43,10358.424
185,-21.0,-19.12,-15.0,1874.27,10341.204
186,-21.0,-19.11,-15.0,1878.51,10318.217
187,-21.0,-19.1,-15.0,1875.62,10321.043
188,-21.0,-19.12,-15.0,1876.54,10317.132
189,-21.0,-19.08,-15.0,1887.14,10303.654
190,-21.0,-19.03,-14.0,1893.92,10296.623
191,-21.0,-19.03,-14.0,1905.65,10312.435
192,-21.0,-19.01,-14.0,1912.14,10314.688
193,-21.0,-19.02,-14.0,1911.29,10346.095
194,-21.0,-18.98,-14.0,1915.85,10371.606
195,-21.0,-18.98,-14.0,1915.85,10390.378
196,-21.0,-19.1,-14.0,1896.35,10410.254
197,-21.0,-19.12,-14.0,1892.47,10405.345
198,-21.0,-19.11,-14.0,1895.27,10387.224
199,-21.0,-19.08,-14.0,1901.5,10359.164
200,-21.0,-19.09,-14.0,1904.45,10327.464
201,-21.0,-19.11,-14.0,1911.74,10309.08
202,-21.0,-19.13,-14.0,1911.96,10304.982
203,-21.0,-19.17,-14.0,1907.32,10278.877
204,-21.0,-19.16,-14.0,1911.9,10270.982
205,-21.0,-19.18,-14.0,1909.93,10282.93
206,-21.0,-19.18,-14.0,1907.53,10292.25
207,-21.0,-19.17,-14.0,1905.88,10331.071
208,-21.0,-19.16,-14.0,1904.32,10346.989
209,-21.0,-19.17,-14.0,1898.36,10367.328
210,-21.0,-19.17,-14.0,1899.49,10372.384
211,-21.0,-19.16,-14.0,1910.93,10373.398
212,-21.0,-19.14,-14.0,1922.81,10407.489
213,-21.0,-19.08,-14.0,1930.56,10427.886
214,-21.0,-19.08,-14.0,1931.65,10405.241
215,-21.0,-19.07,-14.0,1930.17,10395.528
216,-21.0,-19.03,-14.0,1934.7,10394.189
217,-21.0,-19.04,-14.0,1933.52,10382.012
218,-21.0,-19.01,-14.0,1934.04,10385.691
219,-21.0,-19.0,-14.0,1933.92,10392.224
220,-21.0,-19.01,-14.0,1930.09,10393.302
221,-21.0,-18.98,-14.0,1930.87,10391.522
222,-21.0,-18.97,-14.0,1934.84,10353.945
223,-21.0,-19.01,-14.0,1931.18,10329.965
224,-21.0,-19.05,-14.0,1925.4,10334.533
225,-21.0,-19.05,-14.0,1930.14,10327.642
226,-21.0,-19.04,-14.0,1926.64,10337.405
227,-21.0,-19.04,-14.0,1926.64,10335.353
228,-21.0,-19.0,-14.0,1933.4,10322.399
229,-21.0,-19.03,-14.0,1929.95,10294.721
230,-21.0,-19.09,-15.0,1914.15,10320.185
231,-21.0,-19.11,-15.0,1908.17,10347.214
232,-21.0,-19.11,-15.0,1899.46,10373.808
233,-21.0,-19.04,-15.0,1908.72,10404.632
234,-21.0,-19.06,-15.0,1911.72,10436.579
235,-21.0,-18.99,-15.0,1915.87,10420.652
236,-21.0,-18.93,-15.0,1926.41,10407.87
237,-21.0,-18.95,-15.0,1926.54,10431.323
238,-21.0,-18.93,-15.0,1933.02,10470.598
239,-21.0,-18.93,-15.0,1935.71,10509.768
240,-21.0,-18.93,-15.0,1934.06,10508.856
241,-21.0,-18.93,-15.0,1931.17,10514.513
242,-21.0,-18.88,-14.0,1933.63,10536.568
243,-21.0,-18.91,-14.0,1928.05,10543.892
244,-21.0,-18.94,-14.0,1923.62,10547.242
245,-21.0,-18.97,-14.0,1923.19,10585.193
246,-21.0,-18.99,-14.0,1921.33,10616.934
247,-21.0,-19.01,-14.0,1921.62,10619.127
248,-21.0,-18.95,-14.0,1932.21,10595.019
249,-21.0,-19.01,-14.0,1934.13,10585.485
250,-21.0,-19.01,-14.0,1932.78,10582.302
251,-21.0,-19.03,-14.0,1925.61,10577.094
252,-21.0,-19.02,-14.0,1922.05,10573.145
253,-21.0,-19.05,-14.0,1916.63,10585.71
254,-21.0,-19.09,-14.0,1914.88,10572.754
255,-21.0,-19.07,-14.0,1920.29,10564.536
256,-21.0,-19.07,-14.0,1920.29,10550.169
257,-21.0,-19.16,-14.0,1920.35,10524.281
258,-21.0,-19.17,-14.0,1927.65,10522.195
259,-21.0,-19.14,-14.0,1940.21,10521.387
260,-21.0,-19.16,-14.0,1950.36,10536.482
261,-21.0,-19.11,-14.0,1959.2,10556.751
262,-21.0,-19.09,-14.0,1957.27,10576.443
263,-21.0,-19.09,-14.0,1964.72,10574.504
264,-21.0,-19.12,-14.0,1965.37,10590.208
265,-21.0,-19.08,-14.0,1976.01,10605.522
266,-21.0,-19.09,-14.0,1974.81,10606.529
267,-21.0,-19.12,-14.0,1985.69,10630.191
268,-21.0,-19.13,-14.0,1988.54,10659.689
269,-21.0,-19.14,-14.0,1990.1,10692.341
270,-21.0,-19.16,-14.0,1992.08,10702.818
271,-21.0,-19.13,-14.0,2002.11,10691.168
272,-21.0,-19.19,-14.0,2010.07,10659.43
273,-21.0,-19.2,-14.0,2007.52,10641.448
274,-21.0,-19.17,-14.0,2009.08,10643.973
275,-21.0,-19.21,-14.0,2003.89,10635.061
276,-21.0,-19.23,-14.0,2001.7,10623.288
277,-21.0,-19.24,-14.0,2007.67,10595.062
278,-21.0,-19.23,-14.0,1997.96,10548.275
279,-21.0,-19.25,-14.0,1994.38,10488.905
280,-21.0,-19.25,-14.0,1994.38,10468.973
281,-21.0,-19.27,-14.0,1990.91,10479.435
282,-21.0,-19.31,-14.0,1984.38,10501.238
283,-21.0,-19.28,-14.0,1981.93,10501.181
284,-21.0,-19.3,-16.0,1979.71,10490.049
285,-21.0,-19.27,-16.0,1985.6,10478.643
286,-21.0,-19.24,-16.0,1994.81,10495.973
287,-21.0,-19.28,-16.0,1990.95,10507.944
288,-21.0,-19.24,-16.0,1994.12,10558.401
289,-21.0,-19.28,-16.0,1995.68,10591.895
290,-21.0,-19.26,-16.0,1986.06,10596.895
291,-21.0,-19.25,-16.0,1976.16,10602.23
292,-21.0,-19.24,-16.0,1982.95,10602.513
293,-21.0,-19.23,-16.0,1985.82,10624.123
294,-21.0,-19.23,-16.0,1985.82,10628.474
295,-21.0,-19.18,-16.0,1985.93,10622.855
296,-21.0,-19.18,-16.0,1985.43,10604.033
297,-21.0,-19.17,-16.0,1991.82,10619.834
298,-21.0,-19.13,-16.0,1992.1,10609.989
299,-21.0,-19.13,-16.0,1993.26,10636.337
300,-21.0,-19.14,-16.0,1986.22,10662.528
301,-21.0,-19.18,-16.0,1973.29,10674.928
302,-21.0,-19.2,-16.0,1964.5,10689.737
303,-21.0,-19.18,-16.0,1970.33,10704.113
304,-21.0,-19.2,-16.0,1958.68,10734.518
305,-21.0,-19.21,-16.0,1959.15,10784.409
306,-21.0,-19.18,-16.0,1959.2,10819.021
307,-21.0,-19.13,-16.0,1963.5,10839.645
308,-21.0,-19.16,-16.0,1964.23,10861.17
309,-21.0,-19.16,-16.0,1969.38,10864.111
310,-21.0,-19.16,-16.0,1967.17,10869.2
311,-21.0,-19.15,-16.0,1962.74,10872.983
312,-21.0,-19.11,-16.0,1964.14,10875.706
313,-21.0,-19.11,-16.0,1966.23,10878.744
314,-21.0,-19.07,-16.0,1979.7,10864.973
315,-21.0,-19.05,-16.0,1980.44,10862.019
316,-21.0,-19.07,-16.0,1984.96,10860.344
317,-21.0,-19.07,-16.0,1988.13,10857.469
318,-21.0,-19.04,-16.0,1994.22,10855.291
319,-21.0,-19.05,-16.0,1995.29,10863.674
