episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
-21.0,-21.0,-21.0,1012.0,2,2,4000,False,2,1,28badb4e57554509b8e5efa0a89c1a1b,2021-02-06_21-32-45,1612643565,393.93548035621643,393.93548035621643,25307,esfinge,147.96.71.224,393.93548035621643,0,1,"[-21.0, -21.0]","[1007, 1017]",1.110655971910285,0.17774122944478687,2.0612651619060465,0.05487589047349495,7399.657,540.566,1908.052,2096.379,384471.03,10.404,5.515,4000,4000,77.72010676156583,7.517615658362988,0.20000000298023224,4.999999873689376e-05,0.65851486,-0.0012363931,0.6597512,0.6061628,9.421963e-13,1.0112782e-23,0.0
-21.0,-21.0,-21.0,1012.8333333333334,4,2,8000,False,6,2,28badb4e57554509b8e5efa0a89c1a1b,2021-02-06_21-39-16,1612643956,391.1260597705841,785.0615401268005,25307,esfinge,147.96.71.224,785.0615401268005,0,2,"[-21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[1019, 1007, 1016, 1011, 1007, 1017]",1.1045618845268654,0.1756783118747025,2.051237640471562,0.05433633177582315,7281.692,549.323,1190.452,3360.067,383917.277,10.419,5.562,8000,8000,77.77781753130591,8.494096601073347,0.10000000149011612,4.999999873689376e-05,0.13292068,0.0011569093,0.13176377,0.7227274,-1.0987802e-30,1.01526525e-23,0.0
-21.0,-21.0,-21.0,1016.9,4,2,12000,False,10,3,28badb4e57554509b8e5efa0a89c1a1b,2021-02-06_21-45-48,1612644348,391.1517724990845,1176.213312625885,25307,esfinge,147.96.71.224,1176.213312625885,0,3,"[-21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[1037, 1028, 1015, 1012, 1007, 1017, 1019, 1007, 1016, 1011]",1.1026213400271814,0.17390990115432733,2.0471611959743847,0.05410137024037864,7243.366,552.229,959.958,4166.849,383731.867,10.424,5.538,12000,12000,77.79551971326165,8.743369175627238,0.05000000074505806,4.999999873689376e-05,0.049512573,-6.3822634e-05,0.049576394,0.86526626,-9.9598075e-31,1.00868615e-23,0.0
-21.0,-21.0,-21.0,1014.2857142857143,4,2,16000,False,14,4,28badb4e57554509b8e5efa0a89c1a1b,2021-02-06_21-52-19,1612644739,391.01287508010864,1567.2261877059937,25307,esfinge,147.96.71.224,1567.2261877059937,0,4,"[-21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[1002, 1002, 1028, 999, 1007, 1017, 1019, 1007, 1016, 1011, 1037, 1028, 1015, 1012]",1.1018520849333866,0.17258545239501763,2.0450982640980135,0.05397301349287107,7224.913,553.64,843.41,4742.654,383604.791,10.427,5.504,16000,16000,77.76552962298025,8.989587073608618,0.02500000037252903,4.999999873689376e-05,0.0342207,-0.0007040604,0.034924757,0.85546076,-1.0272094e-30,1.0120663e-23,0.0
-21.0,-21.0,-21.0,1013.6111111111111,4,2,20000,False,18,5,28badb4e57554509b8e5efa0a89c1a1b,2021-02-06_21-58-51,1612645131,391.2642629146576,1958.4904506206512,25307,esfinge,147.96.71.224,1958.4904506206512,0,5,"[-21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[1015, 1008, 1010, 1012, 1007, 1017, 1019, 1007, 1016, 1011, 1037, 1028, 1015, 1012, 1002, 1002, 1028, 999]",1.1013476439155663,0.171286318094273,2.043449467492855,0.053890742710244646,7206.446,555.059,771.33,5185.846,383587.992,10.428,5.494,20000,20000,77.78389982110912,8.676923076923076,0.012500000186264515,4.999999873689376e-05,0.034748055,-0.00028204967,0.035030108,0.8627828,-9.6997675e-31,1.0117222e-23,0.0
-21.0,-21.0,-21.0,1014.0952380952381,3,2,24000,False,21,6,28badb4e57554509b8e5efa0a89c1a1b,2021-02-06_22-05-23,1612645523,391.6811513900757,2350.171602010727,25307,esfinge,147.96.71.224,2350.171602010727,0,6,"[-21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[1020, 1009, 1022, 1007, 1017, 1019, 1007, 1016, 1011, 1037, 1028, 1015, 1012, 1002, 1002, 1028, 999, 1015, 1008, 1010, 1012]",1.1007957263201065,0.17046290096583355,2.0424080364763726,0.053884246553335534,7198.347,555.683,723.58,5528.07,383641.798,10.426,5.442,24000,24000,77.76851520572451,8.864042933810376,0.0062500000931322575,4.999999873689376e-05,0.08498549,-0.00074652076,0.085732006,0.57126415,-1.0147311e-30,1.01999865e-23,0.0
-21.0,-21.0,-21.0,1015.88,4,2,28000,False,25,7,28badb4e57554509b8e5efa0a89c1a1b,2021-02-06_22-11-54,1612645914,391.28764128685,2741.459243297577,25307,esfinge,147.96.71.224,2741.459243297577,0,7,"[-21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[1034, 1032, 1019, 1016, 1007, 1017, 1019, 1007, 1016, 1011, 1037, 1028, 1015, 1012, 1002, 1002, 1028, 999, 1015, 1008, 1010, 1012, 1020, 1009, 1022]",1.100240468878722,0.16967366880118878,2.041329208869821,0.05383224570178963,7198.133,555.7,687.35,5819.452,383621.992,10.427,5.733,28000,28000,77.77513416815744,9.06422182468694,0.0031250000465661287,4.999999873689376e-05,0.050134953,0.00036474052,0.049770214,0.7516139,-1.0221094e-30,1.012946e-23,0.0
-21.0,-21.0,-21.0,1016.6896551724138,4,2,32000,False,29,8,28badb4e57554509b8e5efa0a89c1a1b,2021-02-06_22-18-26,1612646306,391.2857542037964,3132.7449975013733,25307,esfinge,147.96.71.224,3132.7449975013733,0,8,"[-21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[1023, 1023, 1013, 1028, 1007, 1017, 1019, 1007, 1016, 1011, 1037, 1028, 1015, 1012, 1002, 1002, 1028, 999, 1015, 1008, 1010, 1012, 1020, 1009, 1022, 1034, 1032, 1019, 1016]",1.099747466026849,0.16908338164804249,2.0405580249395667,0.05379012913438095,7198.613,555.663,660.236,6058.442,383604.793,10.427,5.635,32000,32000,77.77706093189964,8.745519713261649,0.0015625000232830644,4.999999873689376e-05,0.052118476,-0.00051100214,0.05262948,0.76210123,-1.0242065e-30,1.01202745e-23,0.0
-21.0,-21.0,-21.0,1017.7575757575758,4,2,36000,False,33,9,28badb4e57554509b8e5efa0a89c1a1b,2021-02-06_22-24-58,1612646698,391.358745098114,3524.1037425994873,25307,esfinge,147.96.71.224,3524.1037425994873,0,9,"[-21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[1024, 1022, 1012, 1044, 1007, 1017, 1019, 1007, 1016, 1011, 1037, 1028, 1015, 1012, 1002, 1002, 1028, 999, 1015, 1008, 1010, 1012, 1020, 1009, 1022, 1034, 1032, 1019, 1016, 1023, 1023, 1013, 1028]",1.099347826926248,0.16859114678232184,2.039941498192565,0.05376096520993961,7197.454,555.752,639.595,6253.953,383600.598,10.428,5.748,36000,36000,77.77191413237925,8.872450805008942,0.0007812500116415322,4.999999873689376e-05,0.046348296,0.0011008197,0.045247473,0.7995226,-1.0129599e-30,1.0121393e-23,0.0
-21.0,-21.0,-21.0,1017.8918918918919,4,2,40000,False,37,10,28badb4e57554509b8e5efa0a89c1a1b,2021-02-06_22-31-29,1612647089,391.40908122062683,3915.512823820114,25307,esfinge,147.96.71.224,3915.512823820114,0,10,"[-21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[1021, 1010, 1020, 1025, 1007, 1017, 1019, 1007, 1016, 1011, 1037, 1028, 1015, 1012, 1002, 1002, 1028, 999, 1015, 1008, 1010, 1012, 1020, 1009, 1022, 1034, 1032, 1019, 1016, 1023, 1023, 1013, 1028, 1024, 1022, 1012, 1044]",1.0990225574375172,0.16819817715773833,2.039467299812708,0.05373612437231674,7197.4,555.756,623.084,6419.68,383602.903,10.427,5.637,40000,40000,77.7695885509839,9.06386404293381,0.0003906250058207661,4.999999873689376e-05,0.027881904,-0.0008942002,0.028776104,0.85440785,-1.0019467e-30,1.0129267e-23,0.0
