n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean,learn_time_ms,total_train_time_s
1,-21.0,-21.0,-21.0,1006.0,15556.351,25.070295810699463
2,-21.0,-21.0,-21.0,1014.8571428571429,15705.484,25.274237871170044
