episode,step_time_ms,steps,reward
0,1.02381395728087,993,-21.0
1,1.0350573459737025,1020,-21.0
2,1.0111032052018087,1030,-21.0
3,1.0111414410885253,996,-21.0
4,1.018871902959489,989,-21.0
