episode,step_time_ms,steps,reward
0,9.974802520890266,976,-21.0
1,10.000819701605312,1009,-21.0
2,9.972259220824565,1007,-21.0
3,10.000807033653187,986,-21.0
4,10.47142636098851,988,-21.0
