episode,step_time_ms,steps,reward
0,43.11977597008783,1012,-21.0
1,43.25799112864242,1016,-21.0
2,43.135250222181256,996,-21.0
3,43.12681049371665,999,-21.0
4,43.12548686596906,985,-21.0
