n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean,learn_time_ms,total_train_time_s
1,nan,nan,nan,nan,15673.332,20.837665796279907
2,-21.0,-21.0,-21.0,1019.0,15744.191,20.075210094451904
