model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,0.9063557267627723,0.9259531908412448,0.9788353620114771,2.0909090909090904,1.5,1.3333333333333333
model3,0.9075367293736162,1.0212961672473868,0.8886126850153794,0.6799999999999999,1.7142857142857142,1.2
model4,1.0159804627287063,1.049993839329719,0.9676061179342482,0.8775510204081631,0.875,1.0
