model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,0.954368519422258,1.0047193493322624,0.949885677086375,1.0,1.0,1.0
model3,0.9933601036674913,1.0053559017130709,0.9880681079952489,0.9797297297297297,1.0,1.0833333333333333
model4,0.9521230164338759,0.9935445426556758,0.9583093415106654,1.0,1.0,1.0
