model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,1.0845520160041142,0.9996988556514755,1.0848787210998079,1.0,1.0,1.0
model3,1.1719500546154633,1.0319382330605014,1.1356784903101398,1.0136986301369864,1.0,1.0909090909090908
model4,1.1688430193808976,1.001691205730203,1.166869602822205,1.0,1.0,1.0
