model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,1.0607820647538646,1.0058221240714715,1.0546418092892216,1.0,1.0,1.0
model3,1.1656425269856658,1.0079740106320143,1.1564212119465174,0.9931506849315068,1.0,1.0
model4,1.1807368609072018,1.0018901711102268,1.178509276719213,1.0,1.0,1.0
