model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,0.9908258157706337,0.99612287503728,0.9946823234368067,1.0,1.0,1.0
model3,0.9910599198805028,0.9928933588230405,0.9981534382053767,0.9863945578231293,1.0,0.9166666666666666
model4,1.0219755437809888,1.005491214057508,1.0163943050849353,1.0,1.0,1.0
