model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,1.0397537250031674,1.0044167837783577,1.0351815519170051,1.0,1.0,1.0
model3,1.150035127430512,1.0221132263696067,1.1251543349216453,1.0357142857142858,1.0,1.1818181818181819
model4,1.1007762699739698,0.9986025154721502,1.1023167405636973,1.0,1.0,1.0
