model,average_model_time_per_episode,average_steps_per_episode,average_model_time_per_step,average_reward_per_episode,min_reward,max_reward
model1,1.6354393288943458,0.9978092013543118,1.6390301138480061,1.0,1.0,1.0
model3,1.5350426553680396,1.021244763614602,1.5031094504072628,0.9294871794871795,0.8947368421052632,0.9166666666666666
model4,1.456119810455084,0.9958469296944528,1.4621923982854004,1.0,1.0,1.0
