n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean,learn_time_ms
1,-21.0,-21.0,-21.0,1017.0,282744.312
2,-21.0,-21.0,-21.0,1019.0,282514.081
3,-21.0,-21.0,-21.0,1018.3,282499.582
4,-21.0,-21.0,-21.0,1017.8461538461538,282487.981
5,-21.0,-21.0,-21.0,1017.9411764705883,282480.998
6,-21.0,-21.0,-21.0,1017.8,282450.078
7,-21.0,-21.0,-21.0,1019.0769230769231,282465.645
8,-21.0,-21.0,-21.0,1018.1724137931035,282472.99
9,-21.0,-21.0,-21.0,1019.1818181818181,282496.101
10,-21.0,-21.0,-21.0,1019.4736842105264,282509.701
11,-21.0,-21.0,-21.0,1019.6428571428571,282486.966
12,-21.0,-21.0,-21.0,1019.2888888888889,282507.543
13,-21.0,-21.0,-21.0,1019.3061224489796,282521.922
14,-21.0,-21.0,-21.0,1019.2037037037037,282530.048
15,-21.0,-21.0,-21.0,1019.1896551724138,282507.819
16,-21.0,-21.0,-21.0,1019.3064516129032,282525.605
17,-21.0,-21.0,-21.0,1019.060606060606,282523.65
18,-21.0,-21.0,-21.0,1019.4264705882352,282506.168
19,-21.0,-21.0,-21.0,1019.6388888888889,282481.972
20,-21.0,-21.0,-21.0,1019.4473684210526,282477.23
21,-21.0,-21.0,-21.0,1019.7125,282477.184
22,-21.0,-21.0,-21.0,1019.3690476190476,282485.04
23,-21.0,-21.0,-21.0,1019.4431818181819,282467.872
24,-21.0,-21.0,-21.0,1019.3260869565217,282444.073
25,-21.0,-21.0,-21.0,1019.1354166666666,282460.187
26,-21.0,-21.0,-21.0,1018.88,282460.708
27,-21.0,-21.0,-21.0,1018.55,282467.692
28,-21.0,-21.0,-21.0,1018.69,282484.985
29,-21.0,-21.0,-21.0,1018.82,282487.256
30,-21.0,-21.0,-21.0,1018.72,282466.612
31,-21.0,-21.0,-21.0,1019.13,282468.742
32,-21.0,-21.0,-21.0,1018.91,282448.256
33,-21.0,-21.0,-21.0,1018.82,282451.617
34,-21.0,-21.0,-21.0,1018.71,282473.706
35,-21.0,-21.0,-21.0,1018.44,282466.636
36,-21.0,-21.0,-21.0,1018.58,282458.618
37,-21.0,-21.0,-21.0,1018.65,282432.09
38,-21.0,-21.0,-21.0,1018.72,282418.189
39,-21.0,-21.0,-21.0,1019.14,282421.746
40,-21.0,-21.0,-21.0,1019.16,282416.174
41,-21.0,-21.0,-21.0,1019.02,282408.792
42,-21.0,-21.0,-21.0,1018.8,282410.808
43,-21.0,-21.0,-21.0,1018.59,282409.106
44,-21.0,-21.0,-21.0,1018.54,282381.15
45,-21.0,-21.0,-21.0,1019.11,282407.695
46,-21.0,-21.0,-21.0,1019.11,282406.774
47,-21.0,-21.0,-21.0,1019.44,282401.922
48,-21.0,-21.0,-21.0,1019.0,282422.919
49,-21.0,-21.0,-21.0,1019.13,282416.393
50,-21.0,-21.0,-21.0,1019.31,282425.233
