n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean,learn_time_ms
1,nan,nan,nan,nan,6894.141
2,nan,nan,nan,nan,6726.894
3,nan,nan,nan,nan,6674.86
4,-21.0,-20.75,-20.0,1193.75,6691.438
5,-21.0,-20.5,-19.0,1257.5,6701.807
6,-21.0,-20.46153846153846,-19.0,1212.076923076923,6722.765
7,-21.0,-20.1875,-17.0,1243.3125,6719.73
8,-21.0,-20.3,-17.0,1218.25,6702.015
9,-21.0,-20.25,-17.0,1226.625,6709.08
10,-21.0,-20.3,-17.0,1213.1333333333334,6728.572
