n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean,learn_time_ms
1,nan,nan,nan,nan,5184.371
2,nan,nan,nan,nan,4928.383
3,nan,nan,nan,nan,4834.351
4,-21.0,-20.75,-20.0,1162.75,4862.55
5,-21.0,-20.75,-20.0,1178.375,4875.305
6,-21.0,-20.5,-19.0,1205.75,4902.561
7,-21.0,-20.3125,-19.0,1232.0625,4915.004
8,-21.0,-20.4,-19.0,1215.1,4925.952
9,-21.0,-20.416666666666668,-19.0,1224.0833333333333,4932.43
10,-21.0,-20.451612903225808,-19.0,1200.8387096774193,4938.213
