model,reward_mean_last_iter,len_mean_last_iter,mean_learn_time_ms,mean_learn_throughput,mean_sample_time_ms,mean_sample_throughput,mean_load_time_ms,mean_load_throughput,mean_update_time_ms,mean_cpu_util_percent,mean_ram_util_percent
gpu0,-14.61,2466.01,25497.18941424273,188.28269007021063,7246.088913741223,662.4628986960882,1339.621026078235,3590.7633149448347,9.373042126379136,7.140330028541497,40.01206470372077
gpu1,-12.93,2662.0,17097.26123971916,280.77606118355067,10006.381019057171,479.766150451354,9059.598782347042,530.841260782347,14.540774322968907,8.466490083467928,33.12115220610494
both_gpus,-21.0,1020.49,25492.12891675025,188.32344132397193,5768.845314944834,832.3310641925777,1494.0111664994984,3303.0846198595787,10.53020260782347,7.008767772928551,36.14482297643164
