model,reward_mean_last_iter,len_mean_last_iter,mean_learn_time_ms,mean_learn_throughput,mean_sample_time_ms,mean_sample_throughput,mean_load_time_ms,mean_load_throughput,mean_update_time_ms,mean_cpu_util_percent,mean_ram_util_percent
gpu0,-21.0,1018.43,11013.183538615847,436.0938124373119,6103.74146439318,787.0666770310933,724.8670591775327,6626.4062367101305,13.112913741223672,10.287208869220121,34.83113108382176
gpu1,-21.0,1019.2,10738.714902708125,447.0305777331996,5773.071020060181,831.6289729187563,716.2184583751255,6706.220734202608,12.100448345035106,9.885857876660284,24.863030368160757
both_gpus,-21.0,1018.51,10747.635884653962,446.9147221664995,4303.233898696088,1116.8725837512538,922.6729929789367,5405.156363089268,12.268344032096287,10.023957398511323,31.03781452544769
both_gpus_16_workers,-12.08,3075.24,14256.081399598395,449.0825030120482,3991.480874497992,1606.3426837349398,1561.4442921686746,4109.480447791165,16.27393373493976,11.263894196681324,53.154457272436254
