episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
nan,nan,nan,nan,0,8,4800,False,0,1,fa19352acac8496696ad74e19363e70c,2021-04-15_00-18-21,1618438701,76.9468207359314,76.9468207359314,20942,volta1,147.96.21.176,76.9468207359314,0,1,[],[],37588.061,127.7,8027.233,597.964,30238.569,158.738,11.53,4800,4800,5.292660550458716,25.621100917431185,0.20000000298023224,4.999999873689376e-05,0.09864143,-0.0004956224,0.08295914,0.63504833,0.08088962,0.0,0.0
nan,nan,nan,nan,0,8,9600,False,0,2,fa19352acac8496696ad74e19363e70c,2021-04-15_00-19-30,1618438770,68.53752255439758,145.48434329032898,20942,volta1,147.96.21.176,145.48434329032898,0,2,[],[],36745.693,130.628,4898.591,979.874,30053.779,159.714,11.034,9600,9600,5.790816326530614,28.30816326530612,0.30000001192092896,4.999999873689376e-05,0.15001827,-5.6007222e-05,0.15007424,0.4286449,0.0,0.0,0.0
nan,nan,nan,nan,0,8,14400,False,0,3,fa19352acac8496696ad74e19363e70c,2021-04-15_00-20-38,1618438838,67.33698987960815,212.82133316993713,20942,volta1,147.96.21.176,212.82133316993713,0,3,[],[],36340.091,132.086,3850.81,1246.491,29728.712,161.46,10.673,14400,14400,7.89375,28.809375,0.15000000596046448,4.999999873689376e-05,0.026078159,0.0012312741,0.024846883,0.77701473,0.0,0.0,0.0
-21.0,-21.0,-21.0,1020.875,8,8,19200,False,8,4,fa19352acac8496696ad74e19363e70c,2021-04-15_00-21-45,1618438905,67.18291568756104,280.00424885749817,20942,volta1,147.96.21.176,280.00424885749817,0,4,"[-21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[1020, 1027, 1032, 1020, 1012, 1026, 1017, 1013]",36159.399,132.746,3332.918,1440.179,29496.597,162.731,9.972,19200,19200,17.147916666666667,28.82604166666667,0.07500000298023224,4.999999873689376e-05,0.06048611,-0.00083711446,0.06132323,0.70994365,0.0,0.0,0.0
-21.0,-21.0,-21.0,1020.5555555555555,1,8,24000,False,9,5,fa19352acac8496696ad74e19363e70c,2021-04-15_00-22-51,1618438971,66.11493229866028,346.11918115615845,20942,volta1,147.96.21.176,346.11918115615845,0,5,"[-21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[1018, 1020, 1027, 1032, 1020, 1012, 1026, 1017, 1013]",35897.141,133.715,3021.975,1588.365,29279.706,163.936,9.802,24000,24000,10.658064516129032,29.38279569892473,0.03750000149011612,4.999999873689376e-05,0.018020095,0.001631711,0.016388386,0.9076971,0.0,0.0,0.0
-21.0,-21.0,-21.0,1020.4375,7,8,28800,False,16,6,fa19352acac8496696ad74e19363e70c,2021-04-15_00-23-59,1618439039,67.88510298728943,414.0042841434479,20942,volta1,147.96.21.176,414.0042841434479,0,6,"[-21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[1036, 1017, 1028, 1021, 1012, 1016, 1012, 1020, 1027, 1032, 1020, 1012, 1026, 1017, 1013, 1018]",35800.026,134.078,2805.585,1710.873,29378.792,163.383,9.68,28800,28800,7.8083333333333345,28.712499999999995,0.01875000074505806,4.999999873689376e-05,0.013328893,-0.0026343255,0.01596322,0.8987951,0.0,0.0,0.0
-21.0,-21.0,-21.0,1020.2083333333334,8,8,33600,False,24,7,fa19352acac8496696ad74e19363e70c,2021-04-15_00-25-07,1618439107,67.177175283432,481.1814594268799,20942,volta1,147.96.21.176,481.1814594268799,0,7,"[-21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[1025, 1018, 1026, 1022, 1008, 1016, 1025, 1018, 1020, 1027, 1032, 1020, 1012, 1026, 1017, 1013, 1018, 1036, 1017, 1028, 1021, 1012, 1016, 1012]",35746.461,134.279,2652.215,1809.808,29326.463,163.675,9.51,33600,33600,11.473958333333334,29.96770833333333,0.00937500037252903,4.999999873689376e-05,0.009968683,0.00028771363,0.009680973,0.9663525,0.0,0.0,0.0
-21.0,-21.0,-21.0,1020.2083333333334,0,8,38400,False,24,8,fa19352acac8496696ad74e19363e70c,2021-04-15_00-26-14,1618439174,67.46267366409302,548.6441330909729,20942,volta1,147.96.21.176,548.6441330909729,0,8,"[-21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[1020, 1027, 1032, 1020, 1012, 1026, 1017, 1013, 1018, 1036, 1017, 1028, 1021, 1012, 1016, 1012, 1025, 1018, 1026, 1022, 1008, 1016, 1025, 1018]",35737.768,134.312,2542.39,1887.987,29289.966,163.879,9.345,38400,38400,14.829166666666666,31.708333333333332,0.004687500186264515,4.999999873689376e-05,0.016643625,0.0006318666,0.01601176,0.8449419,0.0,0.0,0.0
-21.0,-21.0,-21.0,1019.53125,8,8,43200,False,32,9,fa19352acac8496696ad74e19363e70c,2021-04-15_00-27-21,1618439241,66.93102383613586,615.5751569271088,20942,volta1,147.96.21.176,615.5751569271088,0,9,"[-21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[1026, 1012, 1020, 1009, 1008, 1014, 1024, 1027, 1020, 1027, 1032, 1020, 1012, 1026, 1017, 1013, 1018, 1036, 1017, 1028, 1021, 1012, 1016, 1012, 1025, 1018, 1026, 1022, 1008, 1016, 1025, 1018]",35731.41,134.336,2456.665,1953.868,29209.994,164.327,9.075,43200,43200,11.738947368421053,29.967368421052637,0.0023437500931322575,4.999999873689376e-05,0.016502049,-0.0008761027,0.017378151,0.9126686,0.0,0.0,0.0
-21.0,-21.0,-21.0,1018.8,3,8,48000,False,35,10,fa19352acac8496696ad74e19363e70c,2021-04-15_00-28-32,1618439312,70.96541571617126,686.54057264328,20942,volta1,147.96.21.176,686.54057264328,0,10,"[-21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[1008, 1033, 992, 1020, 1027, 1032, 1020, 1012, 1026, 1017, 1013, 1018, 1036, 1017, 1028, 1021, 1012, 1016, 1012, 1025, 1018, 1026, 1022, 1008, 1016, 1025, 1018, 1026, 1012, 1020, 1009, 1008, 1014, 1024, 1027]",35817.859,134.011,2404.537,1996.226,29441.966,163.033,9.196,48000,48000,23.4029702970297,30.348514851485145,0.0011718750465661287,4.999999873689376e-05,0.004613787,-0.0020128144,0.0066265985,0.9659858,0.0,0.0,0.0
