n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean,learn_time_ms
1,-21.0,-21.0,-21.0,1027.0,506142.172
2,-21.0,-21.0,-21.0,1023.6,505272.666
3,-21.0,-21.0,-21.0,1022.4444444444445,505113.119
4,-21.0,-21.0,-21.0,1021.75,504979.757
5,-21.0,-21.0,-21.0,1021.9375,505004.699
6,-21.0,-21.0,-21.0,1021.95,504972.797
7,-21.0,-21.0,-21.0,1019.3333333333334,504946.588
8,-21.0,-21.0,-21.0,1019.0357142857143,504959.307
9,-21.0,-21.0,-21.0,1018.75,504934.074
10,-21.0,-21.0,-21.0,1019.25,504930.645
11,-21.0,-21.0,-21.0,1023.375,504793.128
12,-21.0,-21.0,-21.0,1026.0,504853.868
13,-21.0,-21.0,-21.0,1026.9791666666667,504860.118
14,-21.0,-21.0,-21.0,1026.2884615384614,504913.688
15,-21.0,-20.964285714285715,-20.0,1033.642857142857,504906.239
16,-21.0,-20.95,-20.0,1035.4333333333334,504911.487
17,-21.0,-20.9375,-20.0,1039.28125,504936.968
18,-21.0,-20.925373134328357,-20.0,1039.8358208955224,504923.541
19,-21.0,-20.887323943661972,-20.0,1044.0281690140846,504936.02
20,-21.0,-20.87837837837838,-20.0,1047.337837837838,504977.528
21,-21.0,-20.846153846153847,-20.0,1051.1538461538462,504979.823
22,-21.0,-20.841463414634145,-20.0,1053.378048780488,504953.155
23,-21.0,-20.823529411764707,-20.0,1055.1411764705883,504950.207
24,-21.0,-20.808988764044944,-20.0,1056.2359550561798,504898.039
25,-21.0,-20.795698924731184,-20.0,1058.752688172043,504851.208
26,-21.0,-20.79381443298969,-20.0,1059.8762886597938,504811.219
27,-21.0,-20.78,-20.0,1061.07,504775.267
28,-21.0,-20.77,-20.0,1064.47,504751.859
29,-21.0,-20.75,-20.0,1067.14,504720.512
30,-21.0,-20.71,-20.0,1071.45,504645.171
31,-21.0,-20.68,-20.0,1074.74,504635.82
32,-21.0,-20.67,-20.0,1077.0,504649.789
33,-21.0,-20.63,-20.0,1081.14,504633.278
34,-21.0,-20.6,-20.0,1085.9,504642.932
35,-21.0,-20.58,-20.0,1089.3,504679.6
36,-21.0,-20.56,-20.0,1092.46,504704.419
37,-21.0,-20.54,-20.0,1095.41,504726.446
38,-21.0,-20.53,-20.0,1095.45,504729.037
39,-21.0,-20.51,-20.0,1097.16,504713.777
40,-21.0,-20.5,-20.0,1099.88,504700.588
41,-21.0,-20.48,-20.0,1103.24,504663.765
42,-21.0,-20.48,-20.0,1105.92,504610.774
43,-21.0,-20.48,-20.0,1104.18,504584.376
44,-21.0,-20.45,-20.0,1107.41,504576.984
45,-21.0,-20.47,-20.0,1107.13,504546.202
46,-21.0,-20.47,-20.0,1107.59,504533.716
47,-21.0,-20.48,-20.0,1107.25,504469.83
48,-21.0,-20.49,-20.0,1106.99,504460.921
49,-21.0,-20.48,-20.0,1107.84,504485.949
50,-21.0,-20.46,-20.0,1111.03,504486.241
