n,episode_reward_min,episode_reward_mean,episode_reward_max,episode_len_mean,learn_time_ms
1,nan,nan,nan,nan,44176.947
2,nan,nan,nan,nan,43054.534
3,nan,nan,nan,nan,42529.27
4,-21.0,-21.0,-21.0,1018.875,42125.415
5,-21.0,-21.0,-21.0,1019.0,41966.86
6,-21.0,-21.0,-21.0,1019.9375,41865.091
7,-21.0,-21.0,-21.0,1019.0416666666666,41760.004
8,-21.0,-21.0,-21.0,1019.0416666666666,41659.685
9,-21.0,-21.0,-21.0,1018.5,41674.809
10,-21.0,-21.0,-21.0,1018.8888888888889,41586.823
11,-21.0,-21.0,-21.0,1020.2,41276.249
12,-21.0,-21.0,-21.0,1019.8958333333334,41212.048
13,-21.0,-21.0,-21.0,1019.8958333333334,41203.94
14,-21.0,-21.0,-21.0,1019.6607142857143,41251.495
15,-21.0,-21.0,-21.0,1019.4915254237288,41245.696
16,-21.0,-21.0,-21.0,1019.640625,41215.048
17,-21.0,-21.0,-21.0,1020.0277777777778,41262.547
18,-21.0,-21.0,-21.0,1020.0277777777778,41327.982
19,-21.0,-21.0,-21.0,1020.0625,41256.067
20,-21.0,-21.0,-21.0,1020.0975609756098,41268.341
21,-21.0,-21.0,-21.0,1019.7272727272727,41365.483
22,-21.0,-21.0,-21.0,1019.8229166666666,41396.105
23,-21.0,-21.0,-21.0,1019.8229166666666,41387.999
24,-21.0,-21.0,-21.0,1019.72,41358.541
25,-21.0,-21.0,-21.0,1019.79,41425.405
26,-21.0,-21.0,-21.0,1019.93,41562.651
27,-21.0,-21.0,-21.0,1019.77,41563.988
28,-21.0,-21.0,-21.0,1019.77,41501.502
29,-21.0,-21.0,-21.0,1019.92,41566.959
30,-21.0,-21.0,-21.0,1019.89,41614.349
31,-21.0,-21.0,-21.0,1019.78,41610.856
32,-21.0,-21.0,-21.0,1019.36,41576.018
33,-21.0,-21.0,-21.0,1019.36,41596.104
34,-21.0,-21.0,-21.0,1018.91,41652.723
35,-21.0,-21.0,-21.0,1018.91,41541.756
36,-21.0,-21.0,-21.0,1018.96,41442.994
37,-21.0,-21.0,-21.0,1019.01,41399.06
38,-21.0,-21.0,-21.0,1019.01,41439.368
39,-21.0,-21.0,-21.0,1018.74,41391.905
40,-21.0,-21.0,-21.0,1018.59,41479.114
41,-21.0,-21.0,-21.0,1018.91,41454.991
42,-21.0,-21.0,-21.0,1019.01,41560.763
43,-21.0,-21.0,-21.0,1019.01,41530.305
44,-21.0,-21.0,-21.0,1019.15,41630.344
45,-21.0,-21.0,-21.0,1019.29,41674.647
46,-21.0,-21.0,-21.0,1019.3,41680.007
47,-21.0,-21.0,-21.0,1019.19,41694.354
48,-21.0,-21.0,-21.0,1019.19,41670.792
49,-21.0,-21.0,-21.0,1019.32,41678.793
50,-21.0,-21.0,-21.0,1019.38,41544.616
51,-21.0,-21.0,-21.0,1019.32,41454.067
52,-21.0,-21.0,-21.0,1019.18,41415.049
53,-21.0,-21.0,-21.0,1019.18,41448.332
54,-21.0,-21.0,-21.0,1019.33,41245.515
55,-21.0,-21.0,-21.0,1019.21,41188.448
56,-21.0,-21.0,-21.0,1019.57,41208.999
57,-21.0,-21.0,-21.0,1019.76,41166.654
58,-21.0,-21.0,-21.0,1019.76,41182.067
59,-21.0,-21.0,-21.0,1019.6,41150.28
60,-21.0,-21.0,-21.0,1019.47,41197.445
61,-21.0,-21.0,-21.0,1019.74,41264.76
62,-21.0,-21.0,-21.0,1019.52,41216.933
63,-21.0,-21.0,-21.0,1019.52,41230.998
64,-21.0,-21.0,-21.0,1019.68,41249.025
65,-21.0,-21.0,-21.0,1019.78,41307.225
66,-21.0,-21.0,-21.0,1019.6,41274.252
67,-21.0,-21.0,-21.0,1019.35,41307.536
68,-21.0,-21.0,-21.0,1019.35,41314.603
69,-21.0,-21.0,-21.0,1019.42,41327.267
70,-21.0,-21.0,-21.0,1019.43,41408.664
71,-21.0,-21.0,-21.0,1019.35,41298.888
72,-21.0,-21.0,-21.0,1019.27,41285.018
73,-21.0,-21.0,-21.0,1019.27,41257.342
74,-21.0,-21.0,-21.0,1019.25,41296.525
75,-21.0,-21.0,-21.0,1019.25,41260.327
76,-21.0,-21.0,-21.0,1019.33,41245.733
77,-21.0,-21.0,-21.0,1019.26,41312.453
78,-21.0,-21.0,-21.0,1019.26,41286.042
79,-21.0,-21.0,-21.0,1019.84,41351.063
80,-21.0,-21.0,-21.0,1019.84,41298.911
81,-21.0,-21.0,-21.0,1019.77,41342.878
82,-21.0,-21.0,-21.0,1019.59,41392.043
83,-21.0,-21.0,-21.0,1019.59,41378.885
84,-21.0,-21.0,-21.0,1019.88,41373.127
85,-21.0,-21.0,-21.0,1019.88,41386.513
86,-21.0,-21.0,-21.0,1019.73,41429.477
87,-21.0,-21.0,-21.0,1019.79,41428.265
88,-21.0,-21.0,-21.0,1019.79,41418.925
89,-21.0,-21.0,-21.0,1020.37,41353.949
90,-21.0,-21.0,-21.0,1020.37,41362.363
91,-21.0,-21.0,-21.0,1020.31,41488.001
92,-21.0,-21.0,-21.0,1020.31,41470.989
93,-21.0,-21.0,-21.0,1020.31,41482.968
94,-21.0,-21.0,-21.0,1020.73,41526.894
95,-21.0,-21.0,-21.0,1020.73,41554.014
96,-21.0,-21.0,-21.0,1021.11,41559.116
97,-21.0,-21.0,-21.0,1020.81,41542.311
98,-21.0,-21.0,-21.0,1020.81,41597.602
99,-21.0,-21.0,-21.0,1020.37,41659.583
100,-21.0,-21.0,-21.0,1020.37,41656.874
101,-21.0,-21.0,-21.0,1020.23,41629.549
102,-21.0,-21.0,-21.0,1019.69,41585.457
103,-21.0,-21.0,-21.0,1019.75,41569.611
104,-21.0,-21.0,-21.0,1019.93,41612.717
105,-21.0,-21.0,-21.0,1019.93,41614.571
106,-21.0,-21.0,-21.0,1019.71,41656.289
107,-21.0,-21.0,-21.0,1019.92,41646.56
108,-21.0,-21.0,-21.0,1019.92,41635.827
109,-21.0,-21.0,-21.0,1019.72,41602.023
110,-21.0,-21.0,-21.0,1019.72,41585.045
111,-21.0,-21.0,-21.0,1019.45,41607.613
112,-21.0,-21.0,-21.0,1018.96,41636.931
113,-21.0,-21.0,-21.0,1018.96,41678.964
114,-21.0,-21.0,-21.0,1019.0,41526.93
115,-21.0,-21.0,-21.0,1019.0,41572.617
116,-21.0,-21.0,-21.0,1018.98,41462.406
117,-21.0,-21.0,-21.0,1018.93,41403.844
118,-21.0,-21.0,-21.0,1018.93,41344.527
119,-21.0,-21.0,-21.0,1018.98,41381.511
120,-21.0,-21.0,-21.0,1018.89,41390.992
121,-21.0,-21.0,-21.0,1019.35,41281.941
122,-21.0,-21.0,-21.0,1019.62,41248.197
123,-21.0,-21.0,-21.0,1019.62,41245.414
124,-21.0,-21.0,-21.0,1019.88,41299.274
125,-21.0,-21.0,-21.0,1019.95,41272.6
126,-21.0,-21.0,-21.0,1019.77,41287.726
127,-21.0,-21.0,-21.0,1019.68,41285.689
128,-21.0,-20.99,-20.0,1022.81,41408.023
129,-21.0,-20.99,-20.0,1021.86,41352.641
130,-21.0,-20.99,-20.0,1021.9,41363.271
131,-21.0,-20.99,-20.0,1022.01,41403.325
132,-21.0,-20.99,-20.0,1021.89,41414.762
133,-21.0,-20.99,-20.0,1022.03,41363.334
134,-21.0,-20.99,-20.0,1022.04,41354.768
